nopur,b1,b2,b3,b4,feat1,feat2,feat3,feat4,price1,price2,price3,price4,ipt,id,exp,inccat,flsize,qty
1,0,0,0,0,0,1,0,0,.103,.082,.049,.079,3,19,12.44,1,1,0
1,0,0,0,0,0,1,0,0,.103,.082,.049,.079,1,19,7.73,1,1,0
0,0,0,1,0,0,0,0,0,.103,.064,.049,.079,8,19,24.97,1,1,1
0,0,0,1,0,0,0,0,0,.103,.064,.049,.079,2,19,16.97,1,1,1
1,0,0,0,0,0,0,0,0,.125,.09,.049,.079,5,19,21.14,1,1,0
1,0,0,0,0,0,0,0,0,.107,.09,.049,.079,11,19,11.15,1,1,0
1,0,0,0,0,0,0,0,0,.107,.09,.049,.079,1,19,11.8,1,1,0
1,0,0,0,0,0,0,0,0,.107,.09,.049,.079,3,19,29.38,1,1,0
0,0,1,0,0,0,0,0,0,.108,.081,.049,.079,10,19,37.13,1,1,2
0,0,1,0,0,0,0,0,0,.108,.098,.049,.079,4,19,30.05,1,1,4
0,0,1,0,0,0,0,0,0,.108,.081,.049,.079,1,19,2.59,1,1,1
1,0,0,0,0,0,0,0,0,.115,.09,.049,.079,2,19,5.23,1,1,0
1,0,0,0,0,0,0,0,0,.115,.09,.049,.079,4,19,48.37,1,1,0
1,0,0,0,0,0,0,0,0,.115,.09,.049,.079,10,19,23.22,1,1,0
1,0,0,0,0,0,0,0,0,.115,.09,.049,.079,1,19,13.29,1,1,0
1,0,0,0,0,0,0,0,0,.115,.09,.049,.079,3,19,43.27,1,1,0
0,0,0,0,1,0,0,0,0,.115,.081,.049,.079,2,19,13.55,1,1,2
0,0,0,0,1,0,0,0,0,.115,.081,.049,.079,4,19,18.81,1,1,2
0,1,0,0,0,0,0,0,0,.115,.081,.049,.079,1,19,9.94,1,1,1
0,0,0,0,1,0,0,0,0,.115,.081,.049,.079,6,19,29.17,1,1,2
0,0,1,0,0,0,0,1,0,.115,.081,.031,.079,7,19,27.15,1,1,3
0,0,1,0,0,0,0,0,0,.115,.081,.032,.079,6,19,39.84,1,1,4
0,0,1,0,0,0,0,0,0,.115,.086,.054,.079,7,19,39.64,1,1,2
0,0,1,0,0,0,0,0,0,.115,.086,.054,.079,9,19,30.23,1,1,3
0,0,0,1,0,1,0,0,0,.115,.086,.054,.079,11,19,55.11,1,1,3
1,0,0,0,0,0,0,0,0,.115,.086,.054,.079,5,19,4.44,1,1,0
1,0,0,0,0,0,0,0,0,.115,.086,.054,.079,1,19,20.01,1,1,0
0,0,1,0,0,0,0,0,0,.115,.086,.054,.079,5,19,3.47,1,1,2
0,0,1,0,0,0,0,0,0,.115,.086,.054,.079,5,19,59.43,1,1,2
1,0,0,0,0,1,0,0,0,.109,.086,.054,.079,2,19,5.68,1,1,0
0,0,1,0,0,0,0,0,0,.108,.086,.054,.079,15,19,33.43,1,1,2
0,0,1,0,0,0,0,0,0,.108,.086,.054,.079,12,19,11.15,1,1,2
0,0,1,0,0,0,0,0,0,.108,.086,.054,.079,3,19,27.18,1,1,2
1,0,0,0,0,0,0,0,0,.108,.086,.054,.079,4,19,34.5,1,1,0
1,0,0,0,0,0,0,0,0,.108,.086,.054,.079,8,19,11.59,1,1,0
1,0,0,0,0,0,0,0,0,.108,.086,.054,.079,11,19,5.34,1,1,0
1,0,0,0,0,0,0,0,0,.108,.086,.054,.079,11,19,7.67,1,1,0
1,0,0,0,0,0,0,0,0,.108,.086,.054,.079,8,19,37.06,1,1,0
0,0,1,0,0,0,0,0,0,.108,.086,.054,.079,2,19,19.25,1,1,2
0,0,1,0,0,0,0,0,0,.108,.086,.054,.079,6,19,21.75,1,1,2
1,0,0,0,0,0,0,0,0,.108,.086,.054,.079,3,19,54.7,1,1,0
1,0,0,0,0,0,0,0,0,.108,.086,.054,.079,3,19,7.47,1,1,0
0,0,1,0,0,1,0,0,0,.108,.086,.054,.079,4,19,21.01,1,1,2
0,0,1,0,0,1,0,0,0,.108,.086,.054,.079,4,19,11.16,1,1,2
0,0,1,0,0,0,0,1,0,.108,.086,.025,.079,12,19,51.25,1,1,3
1,0,0,0,0,0,0,1,0,.108,.086,.025,.079,3,19,17.6,1,1,0
0,0,1,0,0,0,0,0,0,.108,.086,.025,.079,8,19,46.05,1,1,3
0,0,1,0,0,0,0,0,0,.108,.086,.025,.079,2,19,22.84,1,1,3
1,0,0,0,0,0,0,0,0,.108,.086,.054,.079,1,19,8.07,1,1,0
0,0,1,0,0,1,0,0,0,.083,.086,.054,.079,14,19,39.34,1,1,3
0,0,1,0,0,0,0,0,0,.122,.086,.054,.079,16,19,15.71,1,1,2
0,0,1,0,0,0,0,0,0,.122,.086,.054,.079,3,19,3.9,1,1,2
0,0,1,0,0,0,0,0,0,.122,.086,.054,.079,3,19,59.94,1,1,2
1,0,0,0,0,0,0,0,0,.122,.086,.054,.085,6,19,43,1,1,0
0,0,1,0,0,0,0,0,0,.085,.086,.054,.086,10,19,43.05,1,1,3
0,0,1,0,0,0,0,0,0,.085,.086,.054,.086,5,19,36.06,1,1,3
0,0,1,0,0,0,1,0,0,.122,.063,.054,.079,6,19,44.16,1,1,2
0,0,0,1,0,0,0,0,1,.083,.086,.054,.063,11,19,58.46,1,1,2
0,0,0,1,0,0,0,0,1,.083,.086,.054,.063,3,19,36.08,1,1,2
0,0,0,1,0,0,0,0,0,.112,.081,.054,.079,7,19,30.35,1,1,2
0,0,1,0,0,0,0,0,1,.115,.086,.061,.063,1,19,30.23,1,1,1
0,0,1,0,0,0,0,0,0,.115,.086,.061,.066,7,19,50.74,1,1,3
1,0,0,0,0,0,0,0,0,.115,.081,.061,.079,6,19,5.89,1,1,0
0,0,1,0,0,0,1,0,0,.115,.063,.061,.079,5,19,38.6,1,1,1
0,0,1,0,0,0,1,0,0,.115,.063,.061,.079,1,19,16.73,1,1,3
1,0,0,0,0,0,1,0,0,.115,.063,.061,.079,8,19,24.76,1,1,0
0,0,1,0,0,0,0,0,0,.115,.086,.061,.079,6,19,51.66,1,1,5
1,0,0,0,0,0,0,0,0,.11,.081,.025,.061,1,19,22.54,1,1,0
1,0,0,0,0,0,0,0,0,.11,.082,.054,.069,5,19,3.43,1,1,0
0,0,1,0,0,0,0,0,0,.115,.086,.061,.079,2,19,19.28,1,1,3
1,0,0,0,0,0,0,0,0,.103,.086,.054,.069,4,19,18.45,1,1,0
1,0,0,0,0,0,0,1,0,.112,.081,.025,.079,8,19,28.4,1,1,0
0,0,1,0,0,1,0,0,0,.115,.086,.061,.069,6,19,19.91,1,1,2
1,0,0,0,0,0,0,0,0,.103,.081,.025,.079,2,19,18.74,1,1,0
0,0,1,0,0,1,0,0,0,.115,.086,.061,.069,1,19,8.69,1,1,2
0,0,1,0,0,0,0,0,1,.072,.086,.061,.063,6,19,51.85,1,1,2
1,0,0,0,0,0,0,0,1,.055,.086,.061,.063,3,19,11.51,1,1,0
1,0,0,0,0,0,0,0,1,.055,.086,.061,.063,3,19,7.06,1,1,0
0,0,1,0,0,0,0,0,0,.115,.063,.061,.063,5,19,25.54,1,1,2
0,0,1,0,0,0,0,0,0,.115,.063,.061,.063,3,19,60.98,1,1,2
1,0,0,0,0,0,0,0,0,.115,.063,.061,.063,8,19,71.79,1,1,0
1,0,0,0,0,0,0,0,0,.055,.063,.061,.063,2,19,16.09,1,1,0
0,1,0,0,0,0,0,0,0,.01,.081,.066,.079,20,20,44.82,4,4,1
1,0,0,0,0,0,0,0,0,.108,.076,.05,.079,1,20,26.52,4,4,0
1,0,0,0,0,0,1,0,0,.117,.07,.066,.079,3,20,2.39,4,4,0
1,0,0,0,0,0,0,0,0,.108,.088,.05,.079,3,20,30.81,4,4,0
1,0,0,0,0,0,1,0,0,.117,.07,.066,.079,1,20,37.38,4,4,0
1,0,0,0,0,0,0,0,0,.117,.054,.066,.079,3,20,2.29,4,4,0
1,0,0,0,0,0,0,0,0,.117,.054,.066,.079,3,20,3.09,4,4,0
1,0,0,0,0,0,0,0,0,.117,.083,.05,.045,1,20,21.77,4,4,0
1,0,0,0,0,0,0,0,0,.117,.054,.066,.079,1,20,38.68,4,4,0
1,0,0,0,0,0,0,0,0,.11,.081,.066,.079,7,20,60.92,4,4,0
1,0,0,0,0,0,0,0,0,.114,.083,.074,.079,3,20,13.35,4,4,0
1,0,0,0,0,0,0,0,0,.114,.083,.074,.079,1,20,13.16,4,4,0
1,0,0,0,0,0,0,0,0,.114,.083,.074,.079,3,20,15.54,4,4,0
1,0,0,0,0,0,1,0,0,.108,.086,.05,.037,1,20,48.44,4,4,0
1,0,0,0,0,0,0,0,0,.095,.074,.074,.079,5,20,4.98,4,4,0
1,0,0,0,0,0,0,0,0,.108,.07,.05,.079,2,20,38.73,4,4,0
1,0,0,0,0,0,0,0,0,.095,.074,.074,.079,1,20,24.36,4,4,0
1,0,0,0,0,0,0,0,0,.117,.081,.066,.079,2,20,2.29,4,4,0
1,0,0,0,0,0,0,0,0,.108,.081,.05,.079,5,20,33.98,4,4,0
1,0,0,0,0,0,0,0,0,.117,.081,.066,.079,1,20,43.62,4,4,0
1,0,0,0,0,0,0,1,0,.11,.081,.05,.079,6,20,2.39,4,4,0
1,0,0,0,0,0,0,1,0,.11,.081,.05,.079,1,20,41.14,4,4,0
0,1,0,0,0,0,0,0,0,0,.092,.05,.079,7,20,38.02,4,4,1
1,0,0,0,0,0,0,0,0,.11,.081,.042,.079,1,20,68.99,4,4,0
1,0,0,0,0,0,1,0,0,.117,.078,.066,.079,2,20,2.29,4,4,0
1,0,0,0,0,0,1,0,0,.117,.078,.066,.079,3,20,2.29,4,4,0
1,0,0,0,0,0,0,0,0,.108,.076,.05,.079,1,20,51.2,4,4,0
1,0,0,0,0,0,1,0,0,.117,.078,.066,.079,1,20,3.44,4,4,0
1,0,0,0,0,0,1,0,0,.117,.078,.066,.079,1,20,31.9,4,4,0
1,0,0,0,0,0,0,0,0,.108,.076,.05,.079,6,20,44.54,4,4,0
1,0,0,0,0,0,0,0,0,.096,.069,.07,.079,1,20,54.67,4,4,0
1,0,0,0,0,0,0,0,0,.096,.069,.07,.079,1,20,3.4,4,4,0
1,0,0,0,0,0,0,0,0,.131,.071,.062,.079,2,20,2.29,4,4,0
1,0,0,0,0,0,0,0,0,.131,.071,.062,.079,1,20,.99,4,4,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,1,20,26.97,4,4,0
1,0,0,0,0,0,0,0,0,.131,.071,.062,.079,2,20,39.31,4,4,0
1,0,0,0,0,0,0,0,0,.117,.081,.066,.079,6,20,1.8,4,4,0
1,0,0,0,0,0,0,0,0,.117,.081,.066,.079,358,20,37.04,4,4,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,5,20,42.81,4,4,0
1,0,0,0,0,0,0,0,0,.11,.081,.066,.079,5,20,39.17,4,4,0
1,0,0,0,0,0,0,0,0,.11,.081,.047,.079,3,20,2.39,4,4,0
1,0,0,0,0,0,0,0,0,.056,.081,.05,.079,2,20,31.26,4,4,0
1,0,0,0,0,0,0,0,0,.11,.081,.047,.079,1,20,6.24,4,4,0
1,0,0,0,0,0,0,0,0,.11,.081,.066,.079,4,20,41.52,4,4,0
1,0,0,0,0,0,0,0,0,.11,.081,.066,.079,1,20,1.89,4,4,0
1,0,0,0,0,0,0,0,0,.11,.081,.066,.079,5,20,20.22,4,4,0
1,0,0,0,0,0,0,0,0,.11,.081,.066,.079,1,20,3.36,4,4,0
1,0,0,0,0,0,0,0,0,.11,.081,.066,.079,3,20,30.37,4,4,0
1,0,0,0,0,0,0,1,0,.117,.081,.042,.079,2,20,1.68,4,4,0
1,0,0,0,0,0,0,1,0,.117,.081,.042,.079,3,20,36.98,4,4,0
1,0,0,0,0,0,0,0,0,.103,.063,.052,.079,6,20,2.39,4,4,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,1,20,22.28,4,4,0
1,0,0,0,0,0,0,0,0,.103,.063,.052,.079,2,20,30.1,4,4,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,6,20,38.42,4,4,0
1,0,0,0,0,0,0,0,0,.113,.082,.089,.079,1,20,68,4,4,0
1,0,0,0,0,0,0,1,0,.11,.081,.042,.079,5,20,5.63,4,4,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,3,20,33.44,4,4,0
1,0,0,0,0,0,0,1,0,.11,.081,.042,.079,1,20,46.22,4,4,0
0,1,0,0,0,0,0,0,0,.108,.092,.05,.079,9,20,44.72,4,4,2
1,0,0,0,0,0,0,0,0,.117,.081,.045,.079,1,20,52.08,4,4,0
1,0,0,0,0,0,0,0,0,.11,.081,.066,.079,4,20,2.67,4,4,0
1,0,0,0,0,0,0,0,0,.11,.081,.066,.079,3,20,54.63,4,4,0
1,0,0,0,0,0,0,0,0,.11,.081,.066,.079,2,20,2.98,4,4,0
1,0,0,0,0,0,0,0,0,.11,.081,.066,.079,4,20,2.39,4,4,0
1,0,0,0,0,0,0,0,0,.11,.081,.066,.079,1,20,65.77,4,4,0
1,0,0,0,0,0,0,0,0,.11,.081,.066,.079,4,20,3.6,4,4,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,3,20,33.29,4,4,0
1,0,0,0,0,0,0,0,0,.11,.081,.066,.079,1,20,40.74,4,4,0
1,0,0,0,0,0,0,0,0,.11,.081,.066,.079,5,20,1.69,4,4,0
1,0,0,0,0,0,0,0,0,.11,.081,.066,.079,1,20,61.44,4,4,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,7,20,29.06,4,4,0
1,0,0,0,0,0,0,0,0,.11,.081,.066,.079,1,20,28.06,4,4,0
1,0,0,0,0,0,0,0,0,.11,.081,.066,.079,3,20,3.29,4,4,0
1,0,0,0,0,0,0,0,0,.11,.081,.066,.079,4,20,61.8,4,4,0
1,0,0,0,0,0,0,0,0,.112,.081,.052,.079,4,20,3.08,4,4,0
0,1,0,0,0,0,0,0,0,.067,.092,.05,.079,2,20,57.19,4,4,6
1,0,0,0,0,0,0,0,0,.112,.081,.052,.079,1,20,45.19,4,4,0
1,0,0,0,0,0,0,0,0,.112,.081,.052,.079,1,20,4.39,4,4,0
0,1,0,0,0,0,0,0,0,.07,.081,.058,.079,2,20,12.09,4,4,2
0,1,0,0,0,0,0,0,0,.07,.081,.058,.079,3,20,66.79,4,4,2
1,0,0,0,0,0,0,0,0,.112,.081,.066,.079,5,20,3,4,4,0
1,0,0,0,0,0,0,0,0,.112,.081,.066,.079,2,20,60.12,4,4,0
0,1,0,0,0,0,0,0,0,.074,.081,.066,.079,4,20,10.98,4,4,4
0,1,0,0,0,0,0,0,0,.074,.081,.066,.079,4,20,45.15,4,4,4
1,0,0,0,0,0,0,0,0,.112,.094,.061,.086,3,20,3.25,4,4,0
0,1,0,0,0,0,0,0,0,.04,.081,.066,.086,1,20,1.46,4,4,2
0,1,0,0,0,0,0,0,0,.04,.081,.066,.086,2,20,39.53,4,4,2
0,0,1,0,0,0,0,0,0,.108,.044,.05,.079,1,20,46.27,4,4,1
1,0,0,0,0,0,0,0,0,.115,.081,.066,.086,5,20,2.29,4,4,0
1,0,0,0,0,0,0,0,0,.115,.081,.066,.086,1,20,47.19,4,4,0
0,1,0,0,0,0,1,0,0,0,.081,.042,.086,3,20,2.39,4,4,1
0,1,0,0,0,0,1,0,0,0,.081,.042,.086,4,20,47.86,4,4,1
1,0,0,0,0,0,0,0,0,.112,.081,.042,.086,7,20,38.49,4,4,0
1,0,0,0,0,0,0,0,0,.112,.081,.066,.079,3,20,6.5,4,4,0
1,0,0,0,0,0,0,0,0,.112,.081,.066,.079,3,20,36.89,4,4,0
1,0,0,0,0,0,0,0,0,.112,.081,.066,.079,3,20,3.77,4,4,0
0,1,0,0,0,0,0,0,0,0,.081,.05,.079,5,20,85.93,4,4,3
1,0,0,0,0,0,0,0,0,.112,.081,.066,.079,1,20,34.29,4,4,0
1,0,0,0,0,0,0,0,0,.112,.081,.066,.079,2,20,2.29,4,4,0
1,0,0,0,0,0,0,0,0,.115,.081,.066,.079,8,20,6.16,4,4,0
1,0,0,0,0,0,0,0,0,.115,.081,.066,.079,4,20,50.93,4,4,0
0,1,0,0,0,0,0,0,0,0,.081,.066,.079,3,20,5.46,4,4,1
1,0,0,0,0,0,0,0,0,.11,.085,.05,.084,4,20,38.73,4,4,0
0,1,0,0,0,0,0,0,0,0,.081,.066,.079,1,20,43.78,4,4,1
1,0,0,0,0,0,0,0,0,.112,.081,.066,.079,4,20,4.88,4,4,0
0,1,0,0,0,0,0,1,0,.07,.088,.031,.086,6,20,45.18,4,4,2
0,1,0,0,0,0,0,1,0,.07,.088,.031,.086,4,20,51.15,4,4,2
0,1,0,0,0,0,0,1,0,0,.081,.066,.086,11,20,7.87,4,4,1
0,1,0,0,0,0,0,0,0,.108,.081,.05,.079,1,20,29.56,4,4,2
0,1,0,0,0,0,0,1,0,0,.081,.066,.086,1,20,47.49,4,4,1
1,0,0,0,0,0,0,0,0,.115,.081,.066,.086,7,20,43.33,4,4,0
1,0,0,0,0,0,0,0,0,.108,.081,.05,.079,3,20,26.7,4,4,0
1,0,0,0,0,0,0,0,0,.112,.081,.05,.086,4,20,38.56,4,4,0
1,0,0,0,0,0,0,0,0,.11,.085,.036,.086,7,20,48.11,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.032,.086,2,20,19.27,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.032,.086,2,20,3.84,4,4,0
1,0,0,0,0,0,0,0,0,.108,.048,.05,.079,1,20,24.36,4,4,0
1,0,0,0,0,0,0,0,0,.115,.086,.066,.086,4,20,62.13,4,4,0
0,1,0,0,0,0,0,0,0,.108,.086,.05,.079,3,20,25.99,4,4,2
1,0,0,0,0,0,0,0,0,.115,.086,.066,.086,1,20,14.34,4,4,0
0,1,0,0,0,0,0,0,0,.112,.086,.039,.086,7,20,61.1,4,4,2
1,0,0,0,0,0,0,0,0,.11,.086,.04,.086,5,20,2.45,4,4,0
1,0,0,0,0,0,0,0,0,.11,.086,.04,.086,2,20,51.06,4,4,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.042,4,20,24.01,4,4,0
1,0,0,0,0,0,0,0,0,.115,.086,.059,.086,4,20,2.45,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.054,.086,2,20,40.58,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.054,.086,4,20,45.84,4,4,0
1,0,0,0,0,0,0,0,0,.115,.086,.031,.086,5,20,2.35,4,4,0
1,0,0,0,0,0,0,0,0,.115,.086,.031,.086,2,20,54.21,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.038,.079,5,20,2.45,4,4,0
1,0,0,0,0,0,0,1,0,.115,.086,.042,.086,5,20,64.03,4,4,0
1,0,0,0,0,0,1,0,0,.108,.055,.05,.079,3,20,22.19,4,4,0
1,0,0,0,0,0,0,1,0,.115,.086,.042,.086,1,20,66.29,4,4,0
1,0,0,0,0,0,0,0,0,.108,.049,.05,.079,6,20,22.38,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.045,.086,1,20,56.21,4,4,0
1,0,0,0,0,0,0,0,0,.108,.049,.05,.079,1,20,17.13,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.054,.086,5,20,5.44,4,4,0
1,0,0,0,0,0,0,0,0,.108,.074,.05,.079,2,20,16.33,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.054,.086,1,20,4.07,4,4,0
1,0,0,0,0,0,0,1,0,.115,.086,.042,.086,3,20,2.45,4,4,0
1,0,0,0,0,0,0,1,0,.115,.086,.042,.086,3,20,5.21,4,4,0
1,0,0,0,0,0,0,1,0,.112,.086,.042,.086,3,20,84.55,4,4,0
1,0,0,0,0,0,0,1,0,.112,.086,.042,.086,1,20,10.07,4,4,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,3,20,20.51,4,4,0
1,0,0,0,0,0,0,1,0,.112,.086,.042,.086,1,20,71.98,4,4,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,3,20,13.14,4,4,0
1,0,0,0,0,0,0,0,0,.115,.086,.045,.086,1,20,8.24,4,4,0
1,0,0,0,0,0,0,0,0,.083,.086,.054,.079,3,20,1.39,4,4,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,1,20,15.87,4,4,0
1,0,0,0,0,0,0,0,0,.115,.086,.045,.086,1,20,65.62,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.054,.079,3,20,2.45,4,4,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,3,20,31.57,4,4,0
1,0,0,0,0,0,0,0,0,.11,.086,.054,.079,3,20,8.24,4,4,0
1,0,0,0,0,0,0,0,0,.054,.049,.05,.079,1,20,21.33,4,4,0
1,0,0,0,0,0,0,0,0,.11,.086,.054,.079,1,20,52.17,4,4,0
1,0,0,0,0,0,0,0,0,.11,.086,.054,.079,1,20,2.45,4,4,0
1,0,0,0,0,0,0,0,0,.11,.086,.054,.079,4,20,4.38,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.054,.086,1,20,.99,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.054,.086,1,20,4.66,4,4,0
1,0,0,0,0,0,0,0,0,.057,.086,.061,.086,2,20,1.89,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.054,.086,1,20,3.28,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.054,.086,8,20,4.54,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.054,.079,4,20,29.18,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.054,.079,4,20,20.42,4,4,0
1,0,0,0,0,0,0,1,0,.112,.086,.025,.086,2,20,65.62,4,4,0
1,0,0,0,0,0,0,1,0,.112,.086,.025,.086,5,20,18.72,4,4,0
1,0,0,0,0,0,0,0,0,.115,.086,.025,.086,2,20,6.35,4,4,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,3,20,29.57,4,4,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,1,20,19.31,4,4,0
1,0,0,0,0,0,0,0,0,.115,.086,.025,.086,1,20,48.56,4,4,0
1,0,0,0,0,0,0,1,0,.112,.086,.042,.079,2,20,3.39,4,4,0
1,0,0,0,0,0,0,1,0,.112,.086,.042,.079,4,20,2.75,4,4,0
1,0,0,0,0,0,0,0,0,.115,.086,.038,.079,4,20,59.06,4,4,0
1,0,0,0,0,0,0,0,0,.115,.086,.054,.079,5,20,3.04,4,4,0
1,0,0,0,0,0,0,0,0,.108,.074,.05,.079,1,20,38.23,4,4,0
1,0,0,0,0,0,0,0,0,.115,.086,.054,.079,1,20,43.74,4,4,0
1,0,0,0,0,0,0,0,0,.108,.074,.05,.079,2,20,24.49,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.054,.079,4,20,47.6,4,4,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,3,20,18.75,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.054,.079,1,20,61.98,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.054,.079,2,20,6.41,4,4,0
1,0,0,0,0,0,0,1,0,.108,.086,.031,.079,1,20,28.66,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.054,.079,3,20,1.7,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.054,.079,2,20,60.22,4,4,0
1,0,0,0,0,0,0,1,0,.115,.086,.031,.079,2,20,2.44,4,4,0
1,0,0,0,0,0,1,0,0,.108,.049,.035,.079,1,20,33.07,4,4,0
1,0,0,0,0,0,0,1,0,.115,.086,.031,.079,1,20,4.18,4,4,0
1,0,0,0,0,0,0,1,0,.115,.086,.031,.079,3,20,57.39,4,4,0
1,0,0,0,0,0,0,1,0,.115,.086,.031,.079,1,20,6.35,4,4,0
1,0,0,0,0,0,0,0,0,.108,.054,.043,.079,3,20,26.43,4,4,0
1,0,0,0,0,0,0,0,0,.108,.054,.043,.079,2,20,31.82,4,4,0
1,0,0,0,0,0,0,0,0,.108,.054,.043,.079,1,20,20.8,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.033,.079,1,20,56.95,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.054,.079,3,20,12.56,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.054,.079,1,20,2.07,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.054,.079,3,20,2.84,4,4,0
1,0,0,0,0,0,0,0,0,.115,.086,.054,.079,3,20,2.45,4,4,0
1,0,0,0,0,0,0,0,0,.115,.086,.054,.079,1,20,57.48,4,4,0
1,0,0,0,0,0,0,0,0,.115,.086,.054,.079,1,20,6.83,4,4,0
1,0,0,0,0,0,0,0,0,.115,.086,.054,.079,1,20,50,4,4,0
0,1,0,0,0,0,0,0,0,.025,.086,.058,.079,3,20,19.03,4,4,1
0,1,0,0,0,0,0,0,0,.108,.086,.058,.079,4,20,47.19,4,4,1
1,0,0,0,0,0,0,1,0,.112,.086,.031,.079,1,20,3.12,4,4,0
1,0,0,0,0,0,0,1,0,.112,.086,.033,.079,2,20,35.79,4,4,0
1,0,0,0,0,0,0,1,0,.112,.086,.033,.079,4,20,59.52,4,4,0
1,0,0,0,0,0,0,1,0,.112,.086,.031,.086,3,20,1.17,4,4,0
1,0,0,0,0,0,0,1,0,.112,.086,.031,.086,2,20,2.45,4,4,0
1,0,0,0,0,0,0,0,0,.108,.086,.031,.079,2,20,45.54,4,4,0
1,0,0,0,0,0,0,1,0,.112,.086,.031,.086,1,20,37.84,4,4,0
1,0,0,0,0,0,0,1,0,.112,.086,.031,.086,1,20,2.89,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.038,.086,3,20,3.98,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.038,.086,1,20,1.08,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.038,.086,2,20,62.01,4,4,0
1,0,0,0,0,0,0,1,0,.115,.086,.031,.079,4,20,2.45,4,4,0
1,0,0,0,0,0,0,0,0,.108,.086,.036,.079,2,20,28.2,4,4,0
1,0,0,0,0,0,0,1,0,.115,.086,.031,.079,1,20,55.18,4,4,0
0,0,0,1,0,0,0,0,0,.115,.086,.031,.079,7,20,34.59,4,4,2
1,0,0,0,0,0,0,0,0,.115,.086,.054,.085,5,20,3.5,4,4,0
0,1,0,0,0,0,0,0,0,.067,.086,.056,.044,1,20,36.6,4,4,4
1,0,0,0,0,0,0,0,0,.112,.086,.054,.084,4,20,44.01,4,4,0
1,0,0,0,0,0,0,0,0,.112,.086,.054,.084,4,20,.55,4,4,0
1,0,0,0,0,0,0,0,0,.108,.086,.056,.079,2,20,56.92,4,4,0
1,0,0,0,0,0,0,0,0,.115,.086,.054,.084,3,20,8.78,4,4,0
0,0,0,1,0,0,0,0,0,.112,.086,.054,.079,4,20,82.81,4,4,2
0,0,0,1,0,0,0,0,0,.112,.086,.054,.079,1,20,8.03,4,4,2
0,0,0,1,0,0,0,0,0,.112,.086,.054,.079,1,20,2.89,4,4,2
1,0,0,0,0,0,0,0,0,.115,.086,.033,.079,5,20,61.42,4,4,0
1,0,0,0,0,0,0,0,0,.115,.086,.033,.079,4,20,60.06,4,4,0
0,1,0,0,0,0,0,0,0,.108,.086,.056,.063,3,20,59.3,4,4,3
1,0,0,0,0,0,0,0,0,.115,.086,.054,.084,7,20,76.87,4,4,0
1,0,0,0,0,0,0,0,0,.115,.086,.054,.084,4,20,2.45,4,4,0
1,0,0,0,0,0,0,1,0,.112,.086,.025,.079,4,20,73.89,4,4,0
1,0,0,0,0,0,0,1,0,.112,.086,.025,.079,3,20,6.51,4,4,0
0,1,0,0,0,0,0,0,0,.058,.086,.056,.063,3,20,38.11,4,4,2
0,1,0,0,0,0,0,0,0,.108,.086,.056,.063,3,20,38.91,4,4,1
